Price,Close,High,Low,Open,Volume
2022-04-18,38.22999954223633,40.63999938964844,37.31999969482422,40.02000045776367,12841600
2022-04-19,39.150001525878906,39.77000045776367,36.65999984741211,38.189998626708984,11382200
2022-04-20,36.22999954223633,39.45000076293945,36.119998931884766,38.970001220703125,12648500
2022-04-21,33.7599983215332,37.9900016784668,33.380001068115234,37.189998626708984,21534500
2022-04-22,33.61000061035156,34.67399978637695,32.400001525878906,33.779998779296875,12670200
2022-04-25,33.900001525878906,34.849998474121094,33.04999923706055,33.369998931884766,12433700
2022-04-26,30.68000030517578,33.79999923706055,30.579999923706055,33.5099983215332,18830000
2022-04-27,31.219999313354492,32.83000183105469,30.75,31.920000076293945,15143700
2022-04-28,32.18000030517578,32.334999084472656,29.440000534057617,31.56999969482422,17179300
2022-04-29,30.239999771118164,33.779998779296875,30.100000381469727,32.27000045776367,12877400
2022-05-02,31.739999771118164,31.8799991607666,29.31999969482422,29.940000534057617,13888900
2022-05-03,31.989999771118164,33.630001068115234,31.1200008392334,31.450000762939453,14738500
2022-05-04,33.91999816894531,34.275001525878906,30.549999237060547,31.600000381469727,16040800
2022-05-05,30.709999084472656,33.27000045776367,30.079999923706055,33.04999923706055,15878300
2022-05-06,28.790000915527344,31.045000076293945,28.709999084472656,30.8700008392334,20691000
2022-05-09,22.780000686645508,25.82900047302246,22.450000762939453,25.0,84388400
2022-05-10,22.790000915527344,24.399999618530273,21.0,23.8700008392334,33317000
2022-05-11,20.600000381469727,23.5,19.25,22.905000686645508,53073500
2022-05-12,24.299999237060547,26.700000762939453,21.68000030517578,22.190000534057617,73921500
2022-05-13,26.700000762939453,27.979999542236328,26.170000076293945,26.969999313354492,42674900
2022-05-16,24.860000610351562,26.999000549316406,24.329999923706055,26.469999313354492,32135000
2022-05-17,27.489999771118164,27.8700008392334,25.7189998626709,25.850000381469727,26958800
2022-05-18,27.290000915527344,29.219999313354492,26.309999465942383,27.165000915527344,26828100
2022-05-19,29.610000610351562,30.40999984741211,27.450000762939453,27.825000762939453,29571900
2022-05-20,28.920000076293945,30.649999618530273,27.280000686645508,30.299999237060547,22757600
2022-05-23,27.989999771118164,28.610000610351562,26.700000762939453,28.610000610351562,21521800
2022-05-24,26.530000686645508,27.5,25.540000915527344,27.385000228881836,19068400
2022-05-25,27.25,27.725000381469727,25.719999313354492,26.389999389648438,15742100
2022-05-26,29.229999542236328,29.920000076293945,27.08099937438965,27.229999542236328,14536300
2022-05-27,30.959999084472656,31.820999145507812,29.579999923706055,29.59000015258789,17473200
2022-05-31,31.399999618530273,32.599998474121094,30.09000015258789,32.345001220703125,21305700
2022-06-01,30.25,32.220001220703125,29.950000762939453,31.649999618530273,13533300
2022-06-02,31.940000534057617,32.790000915527344,29.15999984741211,29.389999389648438,15150700
2022-06-03,30.190000534057617,31.459999084472656,29.87700080871582,30.850000381469727,13756000
2022-06-06,28.979999542236328,31.0,28.674999237060547,30.850000381469727,14661700
2022-06-07,29.719999313354492,29.760000228881836,27.399999618530273,28.600000381469727,17555100
2022-06-08,29.799999237060547,31.420000076293945,29.6299991607666,29.690000534057617,12660200
2022-06-09,28.8700008392334,30.209999084472656,28.729999542236328,29.5,10777800
2022-06-10,28.360000610351562,29.639999389648438,27.709999084472656,28.329999923706055,14376000
2022-06-13,26.809999465942383,27.8700008392334,26.371000289916992,27.15999984741211,19542300
2022-06-14,27.299999237060547,28.68000030517578,26.025999069213867,26.690000534057617,16104400
2022-06-15,29.079999923706055,29.559999465942383,27.139999389648438,27.18000030517578,18559600
2022-06-16,26.420000076293945,28.899999618530273,25.799999237060547,27.950000762939453,22035100
2022-06-17,26.239999771118164,27.170000076293945,25.59000015258789,26.545000076293945,19308400
2022-06-21,29.06999969482422,30.360000610351562,26.979999542236328,26.979999542236328,25618100
2022-06-22,28.559999465942383,29.979999542236328,28.229999542236328,28.350000381469727,16135200
2022-06-23,29.469999313354492,29.649999618530273,27.790000915527344,28.860000610351562,14175600
2022-06-24,29.5,30.700000762939453,28.860000610351562,29.68000030517578,22063500
2022-06-27,28.440000534057617,30.149999618530273,28.010000228881836,29.56999969482422,11869900
2022-06-28,26.989999771118164,28.815000534057617,26.861000061035156,28.110000610351562,14406600
2022-06-29,26.270000457763672,26.979999542236328,25.65999984741211,26.530000686645508,10857700
2022-06-30,25.739999771118164,26.43000030517578,24.829999923706055,25.93000030517578,11633000
2022-07-01,25.700000762939453,26.780000686645508,25.295000076293945,25.90999984741211,8544400
2022-07-05,26.860000610351562,26.940000534057617,24.479999542236328,25.18000030517578,10455700
2022-07-06,29.65999984741211,30.600000381469727,28.0,28.0,36729400
2022-07-07,31.6299991607666,31.770000457763672,29.65999984741211,30.0,25560900
2022-07-08,31.989999771118164,33.20000076293945,30.559999465942383,31.424999237060547,20009700
2022-07-11,29.93000030517578,32.70000076293945,29.469999313354492,32.349998474121094,18678900
2022-07-12,30.149999618530273,30.59000015258789,28.950000762939453,29.729999542236328,15862000
2022-07-13,30.760000228881836,31.3700008392334,29.309999465942383,29.5,12542900
2022-07-14,30.829999923706055,30.959999084472656,29.399999618530273,30.540000915527344,10947200
2022-07-15,31.600000381469727,31.6299991607666,29.90999984741211,31.049999237060547,13762700
2022-07-18,31.799999237060547,33.58000183105469,31.700000762939453,32.45000076293945,13577000
2022-07-19,31.709999084472656,32.7400016784668,31.582000732421875,32.220001220703125,16245000
2022-07-20,32.7400016784668,33.29999923706055,31.788000106811523,31.889999389648438,17831400
2022-07-21,34.130001068115234,34.75,32.70000076293945,32.779998779296875,24446800
2022-07-22,32.47999954223633,35.40999984741211,32.0,35.119998931884766,16935800
2022-07-25,32.16999816894531,32.81999969482422,31.200000762939453,32.70000076293945,9878500
2022-07-26,31.690000534057617,31.81999969482422,30.860000610351562,31.333999633789062,7838700
2022-07-27,32.0099983215332,32.3650016784668,31.010000228881836,32.16999816894531,10371200
2022-07-28,33.845001220703125,33.90999984741211,31.899999618530273,32.79999923706055,11384200
2022-07-29,34.29999923706055,34.3650016784668,32.939998626708984,33.275001525878906,12381200
2022-08-01,34.810001373291016,35.47999954223633,33.834999084472656,34.29999923706055,12399100
2022-08-02,35.0099983215332,35.55500030517578,34.0,34.18000030517578,13829400
2022-08-03,36.59000015258789,36.790000915527344,34.47999954223633,35.439998626708984,14243800
2022-08-04,36.18000030517578,37.290000915527344,35.619998931884766,36.0,12410200
2022-08-05,35.66999816894531,36.310001373291016,35.10499954223633,36.09000015258789,12314100
2022-08-08,38.09000015258789,39.290000915527344,36.060001373291016,36.560001373291016,16294800
2022-08-09,36.70000076293945,38.09000015258789,36.279998779296875,37.7400016784668,12904500
2022-08-10,37.400001525878906,38.2599983215332,36.770999908447266,38.189998626708984,15370300
2022-08-11,38.95000076293945,39.95000076293945,37.75,38.60499954223633,35949100
2022-08-12,38.900001525878906,40.560001373291016,37.29999923706055,39.72999954223633,39044000
2022-08-15,37.279998779296875,39.290000915527344,36.459999084472656,37.2400016784668,21310400
2022-08-16,38.22999954223633,38.64500045776367,35.849998474121094,36.959999084472656,17280500
2022-08-17,36.41999816894531,38.130001068115234,36.26499938964844,37.650001525878906,11716100
2022-08-18,35.900001525878906,36.70000076293945,35.0099983215332,36.459999084472656,8882200
2022-08-19,34.45000076293945,35.08000183105469,33.77000045776367,34.959999084472656,10999200
2022-08-22,33.060001373291016,34.064998626708984,32.900001525878906,33.25,11006300
2022-08-23,32.209999084472656,33.59000015258789,31.969999313354492,33.18000030517578,9766800
2022-08-24,32.560001373291016,33.720001220703125,32.43000030517578,32.470001220703125,9434100
2022-08-25,32.900001525878906,33.369998931884766,32.58100128173828,32.88999938964844,8968400
2022-08-26,32.11000061035156,33.86000061035156,31.440000534057617,32.81999969482422,10728700
2022-08-29,32.310001373291016,33.2599983215332,31.549999237060547,31.600000381469727,8517300
2022-08-30,31.889999389648438,33.040000915527344,31.44499969482422,32.7400016784668,8541000
2022-08-31,32.709999084472656,33.13999938964844,31.760000228881836,32.54999923706055,19332800
2022-09-01,31.950000762939453,32.43000030517578,30.709999084472656,32.279998779296875,10468500
2022-09-02,32.06999969482422,32.560001373291016,30.899999618530273,32.209999084472656,8869500
2022-09-06,33.220001220703125,34.9900016784668,32.02000045776367,32.38999938964844,24795700
2022-09-07,33.25,34.400001525878906,32.70000076293945,33.279998779296875,15105300
2022-09-08,36.880001068115234,36.900001525878906,34.599998474121094,35.2400016784668,44772000
2022-09-09,37.54999923706055,37.880001068115234,35.209999084472656,36.279998779296875,27096200
2022-09-12,38.7400016784668,38.9900016784668,37.75,37.81999969482422,20863000
2022-09-13,38.7599983215332,39.56999969482422,36.849998474121094,37.02000045776367,24593700
2022-09-14,40.099998474121094,40.345001220703125,37.77399826049805,38.29999923706055,24685800
2022-09-15,39.689998626708984,40.86000061035156,38.88999938964844,39.79999923706055,24202000
2022-09-16,39.2599983215332,39.810001373291016,38.16999816894531,38.810001373291016,70434800
2022-09-19,37.939998626708984,38.88999938964844,37.0099983215332,38.81999969482422,18345500
2022-09-20,35.75,38.34000015258789,35.72999954223633,37.709999084472656,17513200
2022-09-21,35.099998474121094,36.66999816894531,34.84000015258789,35.650001525878906,13975000
2022-09-22,33.33000183105469,35.18000030517578,33.099998474121094,34.757999420166016,13544200
2022-09-23,33.560001373291016,33.58300018310547,31.770000457763672,32.709999084472656,16238500
2022-09-26,33.849998474121094,35.04999923706055,33.18000030517578,33.41999816894531,11315900
2022-09-27,33.790000915527344,35.16999816894531,33.18000030517578,34.91999816894531,11482000
2022-09-28,35.08000183105469,35.25,33.54999923706055,33.86000061035156,11277400
2022-09-29,32.310001373291016,35.7599983215332,32.13999938964844,35.34000015258789,16987900
2022-09-30,32.90999984741211,34.130001068115234,31.641000747680664,31.75,12381000
2022-10-03,31.889999389648438,32.849998474121094,31.010000228881836,32.72200012207031,13778400
2022-10-04,36.29999923706055,36.3849983215332,33.79999923706055,34.16999816894531,29058700
2022-10-05,36.130001068115234,36.22999954223633,34.650001525878906,36.16999816894531,15778900
2022-10-06,36.7599983215332,37.38999938964844,35.279998779296875,36.47999954223633,17266500
2022-10-07,33.95000076293945,36.007999420166016,33.0099983215332,35.709999084472656,22803600
2022-10-10,31.479999542236328,32.347999572753906,30.15999984741211,32.0,26171500
2022-10-11,32.33000183105469,33.685001373291016,30.809999465942383,31.447999954223633,20802800
2022-10-12,32.349998474121094,32.97700119018555,31.565000534057617,32.66999816894531,14040200
2022-10-13,32.5,33.18000030517578,30.329999923706055,30.950000762939453,16135000
2022-10-14,28.709999084472656,33.25,28.614999771118164,33.05500030517578,22520600
2022-10-17,30.700000762939453,30.84000015258789,29.399999618530273,29.809999465942383,14050600
2022-10-18,31.639999389648438,32.310001373291016,30.989999771118164,32.09600067138672,13668100
2022-10-19,31.5,31.760000228881836,30.56999969482422,30.90999984741211,10644900
2022-10-20,30.729999542236328,32.15999984741211,30.3700008392334,31.100000381469727,10633200
2022-10-21,31.920000076293945,32.0,30.09000015258789,30.389999389648438,9941800
2022-10-24,31.34000015258789,31.790000915527344,29.450000762939453,31.450000762939453,11197700
2022-10-25,34.4900016784668,34.75,31.325000762939453,31.325000762939453,18931400
2022-10-26,34.439998626708984,35.849998474121094,33.900001525878906,34.0,11335900
2022-10-27,34.5,35.220001220703125,33.900001525878906,34.369998931884766,8968100
2022-10-28,34.47999954223633,35.06999969482422,34.099998474121094,34.36000061035156,8410900
2022-10-31,34.970001220703125,35.994998931884766,33.970001220703125,34.279998779296875,23372500
2022-11-01,33.47999954223633,36.44599914550781,33.380001068115234,36.150001525878906,10366100
2022-11-02,31.520000457763672,33.755001068115234,31.459999084472656,33.5099983215332,10788300
2022-11-03,32.2400016784668,33.54999923706055,31.010000228881836,31.280000686645508,8075400
2022-11-04,31.989999771118164,33.5,31.100000381469727,33.43000030517578,8159200
2022-11-07,31.31999969482422,32.928001403808594,31.010000228881836,32.564998626708984,7414000
2022-11-08,31.850000381469727,32.84000015258789,30.350000381469727,31.450000762939453,11768900
2022-11-09,28.06999969482422,31.149999618530273,27.360000610351562,31.030000686645508,28081300
2022-11-10,32.959999084472656,33.52000045776367,31.1299991607666,32.8849983215332,29299900
2022-11-11,34.900001525878906,34.97999954223633,31.920000076293945,33.185001373291016,21051800
2022-11-14,34.380001068115234,35.150001525878906,33.20399856567383,34.38999938964844,12608900
2022-11-15,35.150001525878906,35.73500061035156,33.91999816894531,34.439998626708984,19268200
2022-11-16,33.31999969482422,34.4900016784668,32.849998474121094,34.35499954223633,10069200
2022-11-17,32.06999969482422,32.755001068115234,31.709999084472656,32.2400016784668,7890900
2022-11-18,30.34000015258789,32.689998626708984,29.809999465942383,32.650001525878906,13130200
2022-11-21,28.420000076293945,30.149999618530273,28.399999618530273,29.68000030517578,13508600
2022-11-22,28.940000534057617,29.469999313354492,27.850000381469727,28.579999923706055,10770200
2022-11-23,29.709999084472656,30.18000030517578,28.950000762939453,29.270000457763672,9511300
2022-11-25,29.530000686645508,29.639999389648438,29.100000381469727,29.639999389648438,3907600
2022-11-28,28.639999389648438,29.559999465942383,28.579999923706055,29.100000381469727,7746900
2022-11-29,28.850000381469727,29.489999771118164,28.665000915527344,29.149999618530273,6705700
2022-11-30,32.040000915527344,32.22999954223633,29.020000457763672,29.049999237060547,18375900
2022-12-01,31.479999542236328,32.599998474121094,30.299999237060547,31.96500015258789,12056800
2022-12-02,31.360000610351562,31.600000381469727,30.25,30.6299991607666,8879100
2022-12-05,29.530000686645508,31.344999313354492,29.434999465942383,31.010000228881836,7560400
2022-12-06,27.889999389648438,29.540000915527344,27.424999237060547,29.5,13170700
2022-12-07,27.940000534057617,28.226999282836914,27.270000457763672,27.75,8877300
2022-12-08,28.579999923706055,28.639999389648438,27.59000015258789,28.260000228881836,9582500
2022-12-09,27.290000915527344,29.274999618530273,27.2450008392334,28.350000381469727,11334500
2022-12-12,25.610000610351562,26.899999618530273,25.520000457763672,26.75,19596900
2022-12-13,24.959999084472656,27.959999084472656,24.6299991607666,27.200000762939453,20597300
2022-12-14,24.540000915527344,25.579999923706055,24.43000030517578,24.920000076293945,14213100
2022-12-15,23.969999313354492,25.059999465942383,23.860000610351562,24.030000686645508,13296000
2022-12-16,22.479999542236328,24.309999465942383,22.299999237060547,23.889999389648438,58554600
2022-12-19,22.030000686645508,22.739999771118164,21.850000381469727,22.530000686645508,18825200
2022-12-20,21.399999618530273,22.459999084472656,21.290000915527344,21.850000381469727,15114700
2022-12-21,21.030000686645508,21.610000610351562,20.729999542236328,21.575000762939453,13435000
2022-12-22,19.729999542236328,20.809999465942383,18.920000076293945,20.65999984741211,24271200
2022-12-23,19.139999389648438,19.770000457763672,18.52199935913086,19.764999389648438,18952000
2022-12-27,17.739999771118164,18.700000762939453,17.649999618530273,18.649999618530273,21663000
2022-12-28,17.739999771118164,18.260000228881836,17.450000762939453,17.75,20967700
2022-12-29,18.729999542236328,19.024999618530273,18.139999389648438,18.389999389648438,22063000
2022-12-30,18.43000030517578,18.577999114990234,17.915000915527344,18.25,17181800
2023-01-03,17.34000015258789,18.989999771118164,17.079999923706055,18.899999618530273,25993900
2023-01-04,17.709999084472656,18.059999465942383,16.559999465942383,17.200000762939453,28730200
2023-01-05,16.559999465942383,17.3799991607666,16.530000686645508,17.350000381469727,24201200
2023-01-06,16.399999618530273,16.655000686645508,15.84000015258789,16.09000015258789,22022300
2023-01-09,16.6200008392334,17.200000762939453,16.469999313354492,16.6200008392334,21572200
2023-01-10,16.450000762939453,17.3700008392334,16.020000457763672,16.81999969482422,26468300
2023-01-11,17.079999923706055,17.69499969482422,16.184999465942383,16.514999389648438,33365100
2023-01-12,17.579999923706055,17.780000686645508,16.479999542236328,17.25,30584200
2023-01-13,16.450000762939453,16.84000015258789,15.819999694824219,16.81999969482422,42771400
2023-01-17,16.93000030517578,17.280000686645508,16.371000289916992,16.674999237060547,25623600
2023-01-18,16.5,17.709999084472656,16.459999084472656,17.389999389648438,22158100
2023-01-19,15.789999961853027,16.360000610351562,15.279999732971191,16.23200035095215,28441500
2023-01-20,16.229999542236328,16.510000228881836,15.545000076293945,15.989999771118164,23673400
2023-01-23,18.100000381469727,18.3799991607666,16.440000534057617,16.479999542236328,41768300
2023-01-24,18.049999237060547,18.6299991607666,17.6200008392334,17.93000030517578,22660100
2023-01-25,18.690000534057617,18.764999389648438,17.1200008392334,17.40999984741211,26136500
2023-01-26,18.309999465942383,19.8799991607666,18.010000228881836,19.68000030517578,32276700
2023-01-27,19.829999923706055,21.440000534057617,18.139999389648438,18.219999313354492,73907100
2023-01-30,18.040000915527344,19.948999404907227,18.010000228881836,19.829999923706055,34992500
2023-01-31,19.399999618530273,19.43000030517578,17.77199935913086,18.09000015258789,31614400
2023-02-01,19.709999084472656,20.06999969482422,18.21500015258789,19.5,36443900
2023-02-02,20.8799991607666,22.09000015258789,20.31999969482422,20.440000534057617,39070000
2023-02-03,19.899999618530273,21.31999969482422,19.7450008392334,19.979999542236328,27177300
2023-02-06,20.219999313354492,20.360000610351562,19.610000610351562,19.799999237060547,15772600
2023-02-07,19.90999984741211,20.190000534057617,18.709999084472656,20.170000076293945,28566900
2023-02-08,20.079999923706055,20.3799991607666,19.450000762939453,19.489999771118164,18650900
2023-02-09,19.420000076293945,20.885000228881836,19.239999771118164,20.489999771118164,18834400
2023-02-10,18.850000381469727,19.15999984741211,18.549999237060547,18.940000534057617,17148500
2023-02-13,18.920000076293945,19.065000534057617,18.280000686645508,18.649999618530273,13538600
2023-02-14,19.489999771118164,19.639999389648438,18.18000030517578,18.56999969482422,17274200
2023-02-15,21.149999618530273,21.149999618530273,18.959999084472656,18.9950008392334,27957200
2023-02-16,20.68000030517578,21.68000030517578,20.31999969482422,20.790000915527344,21737700
2023-02-17,20.219999313354492,20.56999969482422,19.5,20.399999618530273,16589200
2023-02-21,19.079999923706055,19.93000030517578,18.969999313354492,19.674999237060547,13737700
2023-02-22,19.020000457763672,19.53499984741211,18.57200050354004,19.184999465942383,16786900
2023-02-23,18.18000030517578,18.93000030517578,17.5,18.889999389648438,25995900
2023-02-24,17.31999969482422,17.6299991607666,16.905000686645508,17.5,20161600
2023-02-27,18.450000762939453,18.6299991607666,17.600000381469727,17.760000228881836,20042500
2023-02-28,19.299999237060547,19.760000228881836,18.530000686645508,18.530000686645508,36331100
2023-03-01,15.760000228881836,17.68000030517578,15.5600004196167,17.649999618530273,87442100
2023-03-02,15.720000267028809,16.190000534057617,15.079999923706055,15.5649995803833,41698200
2023-03-03,16.920000076293945,17.479999542236328,15.720000267028809,16.020000457763672,48011300
2023-03-06,17.1299991607666,17.739999771118164,16.959999084472656,17.139999389648438,32080000
2023-03-07,14.640000343322754,15.9399995803833,14.609999656677246,15.925000190734863,128729000
2023-03-08,15.130000114440918,15.229999542236328,14.210000038146973,14.654999732971191,76217700
