Price,Close,High,Low,Open,Volume
Ticker,PANW,PANW,PANW,PANW,PANW
Date,,,,,
2012-07-20,8.854999542236328,10.345000267028809,8.850000381469727,9.191666603088379,42096600
2012-07-23,8.585000038146973,9.0,8.516667366027832,8.766667366027832,4730400
2012-07-24,9.25,9.333333015441895,8.58666706085205,8.666666984558105,4300800
2012-07-25,9.824999809265137,9.833333015441895,9.216667175292969,9.416666984558105,3598200
2012-07-26,9.979999542236328,10.308333396911621,9.680000305175781,9.963333129882812,2566800
2012-07-27,9.5,10.146666526794434,9.5,10.146666526794434,920400
2012-07-30,9.166666984558105,9.476667404174805,8.986666679382324,9.476667404174805,1658400
2012-07-31,9.523332595825195,9.523332595825195,8.701666831970215,9.166666984558105,1712400
2012-08-01,9.363332748413086,9.786666870117188,9.1899995803833,9.786666870117188,665400
2012-08-02,9.183333396911621,10.0,8.87833309173584,9.279999732971191,996000
2012-08-03,9.131667137145996,9.483332633972168,9.041666984558105,9.441666603088379,1745400
2012-08-06,9.130000114440918,9.319999694824219,8.946666717529297,9.283332824707031,937800
2012-08-07,9.466667175292969,9.573332786560059,9.08666706085205,9.166666984558105,2194800
2012-08-08,10.154999732971191,10.166666984558105,9.311667442321777,9.366666793823242,3023400
2012-08-09,10.221667289733887,10.40999984741211,9.976667404174805,10.166666984558105,1756200
2012-08-10,10.220000267028809,10.661666870117188,10.081666946411133,10.166666984558105,1710600
2012-08-13,10.453332901000977,10.513333320617676,10.0,10.183333396911621,1332000
2012-08-14,9.966667175292969,10.726667404174805,9.888333320617676,10.688332557678223,2842200
2012-08-15,10.454999923706055,10.483332633972168,9.616666793823242,9.933333396911621,1522800
2012-08-16,11.083333015441895,11.151666641235352,10.311667442321777,10.583333015441895,2230800
2012-08-17,11.21500015258789,11.416666984558105,10.80666732788086,11.183333396911621,2307600
2012-08-20,10.911666870117188,11.191666603088379,10.828332901000977,11.130000114440918,1620000
2012-08-21,10.720000267028809,11.071666717529297,10.546667098999023,10.91333293914795,1485600
